# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.8.5
#@/tick	56430
#@/user_id	mac
a 	啊	c=52 d=2.7359 t=56430
yao shan chu 	要刪除	c=1 d=3.01399e-09 t=56430
yao shang ke 	要上課	c=1 d=2.52316e-06 t=56430
yao shi 	要是	c=2 d=0.786627 t=56430
yao shi 	鑰匙	c=3 d=0.783526 t=56430
yao su 	要素	c=0 d=5.05567e-07 t=56430
yao su biao 	要素表	c=1 d=5.08101e-06 t=56430
yao tu 	要圖	c=1 d=0.000642592 t=56430
yao wen 	要問	c=1 d=0.449329 t=56430
yao wo 	要我	c=1 d=0.802519 t=56430
yao xian zhi 	藥限制	c=1 d=7.86896e-05 t=56430
yao xiang 	要想	c=1 d=2.64567e-05 t=56430
yao yong 	要用	c=9 d=1.4651 t=56430
yao you 	要有	c=1 d=7.75444e-09 t=56430
yao yu 	要與	c=1 d=0.0515605 t=56430
yao zai 	要在	c=2 d=0.0278757 t=56430
yao zhang 	要長	c=1 d=0.0114473 t=56430
yao zhao ren 	要找人	c=1 d=0.000274654 t=56430
ye 	也	c=35 d=4.38954 t=56430
ye 	頁	c=1 d=0.0961251 t=56430
ye ban 	夜班	c=1 d=0.00460782 t=56430
ye bu cuo 	也不錯	c=1 d=0.00396599 t=56430
ye bu hao 	也不好	c=2 d=0.657047 t=56430
ye bu shi 	也不是	c=1 d=2.9533e-05 t=56430
ye bu tai hao 	也不太好	c=1 d=0.514274 t=56430
ye dei 	也得	c=1 d=0.14808 t=56430
ye hai mei 	也還沒	c=1 d=0.000156102 t=56430
ye hen 	也很	c=1 d=2.36027e-15 t=56430
ye hui 	也會	c=10 d=2.04019 t=56430
ye jiu shi 	也就是	c=1 d=2.49805e-06 t=56430
ye ka 	也卡	c=1 d=3.02807e-05 t=56430
ye kan le 	也看了	c=1 d=0.831104 t=56430
ye ke neng 	也可能	c=1 d=4.87167e-11 t=56430
ye ke yi 	也可以	c=4 d=0.548812 t=56430
ye kuai 	也快	c=0 d=0.0349938 t=56430
ye kuai le 	也快了	c=1 d=0.351692 t=56430
ye mei 	也沒	c=2 d=0.25924 t=56430
ye mei yong 	也沒用	c=1 d=0.000335463 t=56430
ye mei you 	也沒有	c=3 d=0.000177453 t=56430
ye mian 	頁面	c=22 d=1.16182 t=56430
ye mian bian ji 	頁面編輯	c=1 d=5.41101e-11 t=56430
ye neng 	也能	c=11 d=2.50205 t=56430
ye neng gou 	也能夠	c=1 d=0.0253494 t=56430
ye shao 	也少	c=1 d=0.628135 t=56430
ye shao le 	也少了	c=1 d=1.42812e-16 t=56430
ye sheng 	野生	c=1 d=0.212248 t=56430
ye sheng dong wu 	野生動物	c=1 d=0.0230521 t=56430
ye shi 	也是	c=14 d=0.61006 t=56430
ye shu 	頁數	c=1 d=0.0349094 t=56430
ye ting hao 	也挺好	c=1 d=0.40657 t=56430
ye wu 	業務	c=20 d=1.96546 t=56430
ye wu yi chang 	業務異常	c=1 d=0.00279479 t=56430
ye xiang 	也想	c=1 d=8.02792e-05 t=56430
ye yao 	也要	c=7 d=1.6599 t=56430
ye yong 	也用	c=2 d=0.0247235 t=56430
ye yong guo 	也用過	c=1 d=5.04262e-05 t=56430
ye you 	也有	c=6 d=1.90528 t=56430
ye you dian 	也有點	c=1 d=0.298197 t=56430
ye zai 	也在	c=1 d=0.118245 t=56430
ye zhu 	業主	c=1 d=1.74704e-05 t=56430
ye zi 	椰子	c=3 d=2.79281 t=56430
yi 	一	c=35 d=0.9132 t=56430
yi 	以	c=6 d=0.107209 t=56430
yi 	依	c=2 d=0.318243 t=56430
yi 	已	c=16 d=0.790454 t=56430
yi an zhuang 	已安裝	c=1 d=4.26529e-06 t=56430
yi ban 	一半	c=1 d=9.95351e-05 t=56430
yi ban 	一般	c=8 d=2.08693 t=56430
yi bao 	醫保	c=4 d=0.496585 t=56430
yi bao ju 	醫保局	c=1 d=0.0308074 t=56430
yi bei 	已被	c=1 d=0.00597602 t=56430
yi bi yi 	一比一	c=1 d=0.00414854 t=56430
yi bian 	一遍	c=2 d=0.878139 t=56430
yi bian 	一邊	c=1 d=9.40453e-14 t=56430
yi bian 	以便	c=2 d=0.00856561 t=56430
yi bu 	一部	c=2 d=6.88204e-09 t=56430
yi bu 	異步	c=13 d=2.78627e-14 t=56430
yi bu fen 	一部分	c=1 d=0.0496585 t=56430
yi bu yi bu 	一步一步	c=1 d=1.63398e-12 t=56430
yi ceng 	一層	c=2 d=0.0357931 t=56430
yi chang 	異常	c=107 d=4.22385 t=56430
yi chang chu li 	異常處理	c=1 d=0.00396599 t=56430
yi chong 	一衝	c=1 d=7.9084e-05 t=56430
yi chu 	一處	c=1 d=0.344365 t=56430
yi chu 	移除	c=44 d=2.01048 t=56430
yi chu li 	已處理	c=2 d=7.20222e-14 t=56430
yi chu shi hua 	已初始化	c=2 d=3.08752e-12 t=56430
yi chuan 	一串	c=1 d=3.94688e-05 t=56430
yi chuang jian 	已創建	c=1 d=0.213312 t=56430
yi ci 	一次	c=19 d=0.786659 t=56430
yi ci 	依次	c=15 d=3.20509 t=56430
yi ci xing 	一次性	c=1 d=0.00172074 t=56430
yi cun zai 	已存在	c=19 d=1.96724 t=56430
yi da dui 	一大堆	c=1 d=9.14242e-05 t=56430
yi dan 	一旦	c=1 d=6.18994e-05 t=56430
yi dao 	移到	c=3 d=0.00452699 t=56430
yi dian 	一點	c=17 d=1.20514 t=56430
yi dian dian 	一點點	c=3 d=0.615697 t=56430
yi dian dou 	一點都	c=1 d=2.60628e-05 t=56430
yi dong 	移動	c=25 d=4.08456 t=56430
yi duan 	一段	c=10 d=3.87302 t=56430
yi dui 	一堆	c=2 d=0.865022 t=56430
yi dui duo 	一對多	c=7 d=0.810682 t=56430
yi dui ren 	一堆人	c=1 d=0.139457 t=56430
yi dui yi 	一對一	c=2 d=8.47468e-06 t=56430
yi fang fa 	一方法	c=1 d=0.0141931 t=56430
yi fen zhong 	一分鐘	c=1 d=0.927743 t=56430
yi fu 	衣服	c=3 d=1.29133 t=56430
yi ge 	一個	c=194 d=9.86944 t=56430
yi ge ge 	一個個	c=1 d=3.79341e-09 t=56430
yi ge lei 	一個類	c=1 d=0.00348252 t=56430
yi ge ren 	一個人	c=1 d=0.164474 t=56430
yi ge shi 	一個是	c=1 d=6.62952e-18 t=56430
yi ge ying yong 	一個應用	c=1 d=1.02017e-29 t=56430
yi ge yue 	一個月	c=1 d=0.00381048 t=56430
yi ge zi duan 	一個字段	c=1 d=0.0290133 t=56430
yi gen 	一根	c=0 d=0.000315111 t=56430
yi hang 	一行	c=14 d=3.02363 t=56430
yi hang yi hang 	一行一行	c=1 d=4.96923e-09 t=56430
yi hao 	一號	c=2 d=0.180866 t=56430
yi hao gang 	一號崗	c=1 d=0.377192 t=56430
yi hou 	以後	c=8 d=0.515162 t=56430
yi ji 	一集	c=1 d=0.154896 t=56430
yi ji 	以及	c=11 d=2.45669 t=56430
yi jia 	一家	c=2 d=0.546074 t=56430
yi jian 	一鍵	c=1 d=0.0572688 t=56430
yi jian 	意見	c=1 d=0.000911882 t=56430
yi jing 	已經	c=13 d=2.33346 t=56430
yi ju hua 	一句話	c=0 d=0.0782705 t=56430
yi ju shi 	一居室	c=2 d=0.000833938 t=56430
yi kai shi 	一開始	c=7 d=0.145733 t=56430
yi kan 	一看	c=1 d=0.0108347 t=56430
yi kou 	一口	c=0 d=0.0722527 t=56430
yi kuai 	一塊	c=1 d=0.00719046 t=56430
yi lai 	以來	c=1 d=0.319819 t=56430
yi lai 	依賴	c=29 d=3.29343 t=56430
yi lai bu duo 	依賴不多	c=1 d=0.353455 t=56430
yi lai xiang 	依賴項	c=1 d=0.0972957 t=56430
yi lei 	乙類	c=1 d=0.188247 t=56430
yi lie 	一列	c=2 d=0.0438235 t=56430
yi lou 	一樓	c=1 d=1.63766e-09 t=56430
yi mo yi yang 	一模一樣	c=1 d=0.0746459 t=56430
yi nian 	一年	c=3 d=0.136014 t=56430
yi pian 	一片	c=2 d=2.63248e-05 t=56430
yi pian 	一篇	c=3 d=6.56646e-12 t=56430
yi qi 	一起	c=17 d=1.7019 t=56430
yi qi yong 	一起用	c=1 d=7.05768e-19 t=56430
yi qian 	以前	c=22 d=2.21941 t=56430
yi qie 	一切	c=1 d=3.88336e-20 t=56430
yi qu 	一區	c=3 d=5.31623e-09 t=56430
yi quan 	一圈	c=1 d=0.637628 t=56430
yi shan chu 	一刪除	c=2 d=0.00503198 t=56430
yi shan chu 	已刪除	c=12 d=1.04684 t=56430
yi shang 	以上	c=4 d=0.982011 t=56430
yi sheng 	一聲	c=2 d=0.254486 t=56430
yi sheng cheng 	已生成	c=2 d=0.000412647 t=56430
yi shi dao 	意識到	c=1 d=2.76745e-05 t=56430
yi shi xiao 	已失效	c=4 d=0.521328 t=56430
yi shou 	一首	c=2 d=0.0441572 t=56430
yi si 	意思	c=67 d=10.0055 t=56430
yi si 	疑似	c=2 d=0.0024252 t=56430
yi si shi 	意思是	c=1 d=0.621885 t=56430
yi tai 	一臺	c=5 d=0.144884 t=56430
yi tao 	一套	c=1 d=4.78675e-10 t=56430
yi tian 	一天	c=4 d=0.883153 t=56430
yi tiao 	一條	c=10 d=1.20511 t=56430
yi tu 	依圖	c=10 d=0.0010772 t=56430
yi wan 	一晚	c=0 d=0.00450492 t=56430
yi wan cheng 	已完成	c=2 d=0.802535 t=56430
yi wei 	一位	c=1 d=2.0016e-17 t=56430
yi wei 	以爲	c=6 d=0.843665 t=56430
yi wei zhe 	意味着	c=3 d=0.932393 t=56430
yi wen 	譯文	c=3 d=0.00152222 t=56430
yi xi 	依稀	c=1 d=9.28059e-05 t=56430
yi xi lie 	一系列	c=2 d=0.0478349 t=56430
yi xia 	一下	c=54 d=7.54811 t=56430
yi xia 	以下	c=19 d=1.79631 t=56430
yi xia ba 	一下吧	c=0 d=1.69276e-17 t=56430
yi xia zi 	一下子	c=1 d=5.62896e-05 t=56430
yi xian ai 	胰腺癌	c=1 d=0.126818 t=56430
yi xiang 	一項	c=4 d=7.53158e-15 t=56430
yi xiao shi 	一小時	c=1 d=0.000383949 t=56430
yi xie 	一些	c=37 d=2.69256 t=56430
yi xiu 	一休	c=2 d=1.54597 t=56430
yi yan 	一眼	c=2 d=0.0100518 t=56430
yi yang 	一樣	c=23 d=2.3279 t=56430
yi yi 	意義	c=4 d=0.638042 t=56430
yi ying 	一應	c=0 d=0.00824965 t=56430
yi you 	已有	c=1 d=0.00302756 t=56430
yi yu 	易於	c=1 d=1.29178e-12 t=56430
yi yuan 	一元	c=2 d=0.208045 t=56430
yi yuan 	醫院	c=2 d=0.209088 t=56430
yi zhang 	一張	c=6 d=0.00485578 t=56430
yi zhang biao 	一張表	c=3 d=0.110973 t=56430
yi zhe zhong 	以這種	c=1 d=0.000584356 t=56430
yi zheng ge 	一整個	c=1 d=2.2568e-17 t=56430
yi zhi 	一直	c=12 d=2.292 t=56430
yi zhi 	一致	c=50 d=3.56539 t=56430
yi zhi 	一隻	c=6 d=1.11741 t=56430
yi zhi 	已知	c=1 d=6.22414e-11 t=56430
yi zhi 	抑制	c=2 d=0.154141 t=56430
yi zhi 	移植	c=1 d=4.22501e-12 t=56430
yi zhong 	一種	c=4 d=0.588611 t=56430
yi zi duan 	一字段	c=1 d=0.904837 t=56430
yi zu 	一組	c=2 d=0.515538 t=56430
yin 	因	c=1 d=0.133989 t=56430
yin 	音	c=3 d=0.0424169 t=56430
yin cang 	隱藏	c=11 d=1.90793 t=56430
yin ci 	因此	c=1 d=0.904837 t=56430
yin dao 	引導	c=3 d=0.167205 t=56430
yin dao cheng xu 	引導程序	c=1 d=0.0655462 t=56430
yin guo 	因果	c=2 d=1.70448 t=56430
yin hang 	銀行	c=3 d=0.000130387 t=56430
yin hao 	引號	c=5 d=1.55171 t=56430
yin lian 	銀聯	c=1 d=1.31041e-05 t=56430
yin lian ka 	銀聯卡	c=1 d=0.000131698 t=56430
yin liang 	音量	c=16 d=8.74472 t=56430
yin ni 	印尼	c=0 d=4.53999e-06 t=56430
yin pin 	音頻	c=11 d=0.847894 t=56430
yin qing 	引擎	c=6 d=0.12377 t=56430
yin ru 	引入	c=10 d=0.891366 t=56430
yin si 	隱私	c=1 d=0.782705 t=56430
yin su 	因素	c=1 d=0.000796726 t=56430
yin wei 	因爲	c=28 d=3.10177 t=56430
yin wo 	殷渥	c=1 d=2.47362e-08 t=56430
yin xiang 	印象	c=0 d=0.00221482 t=56430
yin xiang 	音箱	c=2 d=0.99005 t=56430
yin yan 	引言	c=2 d=3.39464e-12 t=56430
yin yong 	引用	c=36 d=2.45339 t=56430
ying 	應	c=2 d=0.33454 t=56430
ying 	硬	c=4 d=0.00133665 t=56430
ying bian ma 	硬編碼	c=4 d=0.0134335 t=56430
ying bin 	迎賓	c=3 d=0.279566 t=56430
ying bin ji 	迎賓機	c=2 d=0.366338 t=56430
ying bu ying gai 	應不應該	c=2 d=0.0629761 t=56430
ying da 	應答	c=3 d=9.02466e-14 t=56430
ying fu 	應付	c=1 d=0.00305798 t=56430
ying gai 	應該	c=60 d=4.94883 t=56430
ying gai shi 	應該是	c=21 d=2.55447 t=56430
ying hai 	嬰孩	c=1 d=0.0239928 t=56430
ying hang 	英航	c=1 d=0.585669 t=56430
ying jian 	硬件	c=5 d=2.44753 t=56430
ying le 	贏了	c=1 d=0.913931 t=56430
ying lian jie 	硬連接	c=2 d=1.74459e-05 t=56430
ying pan 	硬盤	c=1 d=0.985112 t=56430
ying qu 	營區	c=1 d=0.0186744 t=56430
ying qu an fang xi tong 	營區安防系統	c=1 d=0.0169075 t=56430
ying se 	硬塞	c=1 d=0.000182274 t=56430
ying she 	映射	c=25 d=4.80703 t=56430
ying she qi 	映射器	c=1 d=0.0109436 t=56430
ying wei 	應爲	c=1 d=2.02591e-12 t=56430
ying wen 	英文	c=33 d=4.74802 t=56430
ying wen hua 	英文化	c=1 d=7.49156e-15 t=56430
ying wen ming 	英文名	c=5 d=0.371577 t=56430
ying wen shu 	英文書	c=1 d=0.0098528 t=56430
ying xiang 	影響	c=31 d=4.07032 t=56430
ying yong 	應用	c=44 d=8.49038 t=56430
ying yong de 	應用的	c=1 d=3.48608e-15 t=56430
ying yu 	英語	c=5 d=0.985112 t=56430
yo 	喲	c=2 d=0.65959 t=56430
yong 	永	c=1 d=6.87874e-11 t=56430
yong 	用	c=244 d=7.72893 t=56430
yong bu liao 	用不了	c=2 d=0.0391682 t=56430
yong bu qi 	用不起	c=1 d=0.0152222 t=56430
yong bu shang 	用不上	c=2 d=0.00572803 t=56430
yong chu 	用處	c=1 d=0.0206508 t=56430
yong dao 	用到	c=7 d=0.914763 t=56430
yong de 	用的	c=12 d=0.647439 t=56430
yong de dao 	用得到	c=1 d=0.00562801 t=56430
yong guo 	用過	c=1 d=5.01747e-06 t=56430
yong han 	勇悍	c=0 d=1.28779e-06 t=56430
yong han shi 	勇悍時	c=2 d=0.0116203 t=56430
yong hu 	用戶	c=158 d=5.33385 t=56430
yong hu biao 	用戶表	c=1 d=0.172907 t=56430
yong hu cheng 	用戶成	c=1 d=0.00501661 t=56430
yong hu ji 	用戶級	c=1 d=0.1764 t=56430
yong hu liang 	用戶兩	c=1 d=0.0138427 t=56430
yong hu ming 	用戶名	c=15 d=0.685246 t=56430
yong hu xin xi 	用戶信息	c=1 d=0.0116786 t=56430
yong hu zu 	用戶組	c=12 d=3.07575 t=56430
yong hui 	永輝	c=1 d=0.0473589 t=56430
yong jiao ben 	用腳本	c=1 d=2.62613e-06 t=56430
yong jiu 	永久	c=1 d=1.18285e-05 t=56430
yong kuai jie jian 	用快捷鍵	c=1 d=0.179066 t=56430
yong lai 	用來	c=7 d=0.968712 t=56430
yong le 	永樂	c=1 d=0.319819 t=56430
yong le 	用了	c=2 d=0.408191 t=56430
yong li 	用力	c=1 d=7.26396e-05 t=56430
yong mei yong 	用沒用	c=1 d=0.0160027 t=56430
yong na zhong 	用哪種	c=1 d=2.60806e-13 t=56430
yong qi ta 	用其他	c=1 d=4.61253e-15 t=56430
yong shang 	用上	c=1 d=7.79331e-09 t=56430
yong shen me 	用什麼	c=3 d=1.11289 t=56430
yong shi jin zhi 	用十進制	c=1 d=0.0411719 t=56430
yong tu 	用途	c=3 d=0.650263 t=56430
yong yi ge 	用一個	c=1 d=8.3167e-09 t=56430
yong yi ju hua 	用一句話	c=1 d=0.786628 t=56430
yong you 	擁有	c=2 d=0.00351752 t=56430
yong yu 	用於	c=23 d=1.58157 t=56430
yong zhe ge 	用這個	c=2 d=0.207008 t=56430
yong zhe zhong 	用這種	c=1 d=0.33454 t=56430
yong zhong 	臃腫	c=2 d=4.78161e-12 t=56430
yong zhong wen 	用中文	c=10 d=3.09992 t=56430
yong zhong wen hui da 	用中文回答	c=1 d=9.93288e-10 t=56430
you 	又	c=25 d=3.59824 t=56430
you 	右	c=0 d=4.44238e-15 t=56430
you 	有	c=167 d=6.14593 t=56430
you 	油	c=1 d=0.856415 t=56430
you 	由	c=7 d=0.159614 t=56430
you a 	有啊	c=1 d=1.67854e-05 t=56430
you ba 	有吧	c=1 d=0.0411719 t=56430
you ban fa 	有辦法	c=2 d=3.56267e-06 t=56430
you bi yao 	有必要	c=5 d=1.78296 t=56430
you bian 	右邊	c=1 d=0.88692 t=56430
you bian 	郵編	c=2 d=0.40657 t=56430
you bie ren 	有別人	c=1 d=6.52415e-06 t=56430
you bu shi 	又不是	c=1 d=0.612626 t=56430
you cha yi 	有差異	c=1 d=0.537944 t=56430
you dao 	誘導	c=1 d=0.228779 t=56430
you dao li 	有道理	c=2 d=0.218854 t=56430
you de 	有的	c=1 d=0.316637 t=56430
you de shi hou 	有的時候	c=1 d=0.591555 t=56430
you dian 	優點	c=6 d=1.42125 t=56430
you dian 	有點	c=30 d=4.49058 t=56430
you dian dian 	有點點	c=1 d=0.000399619 t=56430
you dian xiang 	有點像	c=2 d=0.211455 t=56430
you diao zhe yu le 	又叼着魚了	c=1 d=0.0327124 t=56430
you du 	有毒	c=1 d=0.119433 t=56430
you duan 	右端	c=1 d=1.69132e-06 t=56430
you duan shi jian 	有段時間	c=1 d=1.6998e-06 t=56430
you duo 	有多	c=1 d=0.0049667 t=56430
you duo da 	有多大	c=1 d=0.0139818 t=56430
you er yuan 	幼兒園	c=1 d=1 t=56133
you fang fa 	有方法	c=1 d=0.373439 t=56430
you gan jue 	有感覺	c=1 d=0.157237 t=56430
you ge 	有個	c=13 d=1.42736 t=56430
you gei 	又給	c=0 d=0.0229925 t=56430
you gei wo 	又給我	c=1 d=0.231078 t=56430
you gong 	有功	c=3 d=1.22395 t=56430
you gua le 	又掛了	c=1 d=0.609571 t=56430
you guan 	油管	c=1 d=0.313486 t=56430
you guan xi 	有關係	c=2 d=1.23151 t=56430
you hao 	友好	c=2 d=0.271173 t=56430
you hen duo 	有很多	c=2 d=0.202909 t=56430
you hou 	油猴	c=1 d=0.142987 t=56430
you hou jiao ben 	油猴腳本	c=1 d=0.000186305 t=56430
you hua 	優化	c=50 d=5.61974 t=56430
you hua hen 	有劃痕	c=1 d=3.26391e-05 t=56430
you hua qian 	優化前	c=1 d=0.0287246 t=56430
you hui 	優惠	c=4 d=0.0418075 t=56430
you hui 	又會	c=1 d=0.204948 t=56430
you hui ma 	優惠碼	c=1 d=0.000102055 t=56430
you hui quan 	優惠券	c=1 d=0.000104638 t=56430
you jian 	右鍵	c=1 d=7.83238e-09 t=56430
you jian 	郵件	c=6 d=0.733447 t=56430
you jian de 	郵件的	c=1 d=1.62893e-05 t=56430
you jing xi 	有驚喜	c=1 d=0.0161635 t=56430
you kai le 	又開了	c=1 d=1 t=56430
you ke 	有課	c=2 d=0.0803751 t=56430
you ke neng 	有可能	c=1 d=0.0539337 t=56430
you kong 	有空	c=0 d=0.0537944 t=56430
you kong le 	有空了	c=2 d=0.540641 t=56430
you lai 	又來	c=1 d=0.0608101 t=56430
you liang zhong 	有兩種	c=2 d=0.0992613 t=56430
you ma 	有嗎	c=2 d=0.625202 t=56430
you mei 	優美	c=3 d=3.44013e-06 t=56430
you mei shou 	有每首	c=1 d=0.045275 t=56430
you mei you 	有沒有	c=89 d=5.00461 t=56430
you mei you ren 	有沒有人	c=1 d=0.0182243 t=56430
you men kan 	有門檻	c=1 d=0.268474 t=56430
you ming 	有名	c=1 d=3.81372e-13 t=56430
you na 	有哪	c=1 d=0.0426384 t=56430
you na ji zhong 	有哪幾種	c=1 d=0.000788798 t=56430
you na xie 	有哪些	c=17 d=5.24998 t=56430
you nia pa 	有孃怕	c=1 d=9.32364e-30 t=56430
you qu 	又去	c=1 d=0.0275983 t=56430
you qu bie 	有區別	c=1 d=0.0566989 t=56430
you qu bie ma 	有區別嗎	c=1 d=2.83944e-13 t=56430
you qu jian 	右區間	c=1 d=4.46465e-14 t=56430
you que dian 	優缺點	c=10 d=0.832939 t=56430
you re 	猶熱	c=0 d=0.0715338 t=56430
you re shui 	猶熱誰	c=1 d=0.718924 t=56430
you ren 	有人	c=4 d=1.37234 t=56430
you ren shuo 	有人說	c=2 d=0.535331 t=56430
you shang jiao 	右上角	c=2 d=1.08141 t=56430
you shen 	有神	c=0 d=5.38219e-08 t=56430
you shen ei 	有神誒	c=2 d=0.0015415 t=56430
you shen me 	有什麼	c=116 d=12.2452 t=56430
you shen me qu bie 	有什麼區別	c=1 d=0.479505 t=56430
you sheng 	有聲	c=0 d=2.49287e-12 t=56430
you sheng me 	有聲麼	c=1 d=2.50537e-11 t=56430
you shi 	又是	c=1 d=5.36921e-08 t=56430
you shi 	有事	c=1 d=2.56836e-09 t=56430
you shi hou 	有時候	c=3 d=0.628135 t=56430
you shi jian 	有時間	c=1 d=0.955997 t=56430
you wang ji 	又忘記	c=1 d=1.36176e-15 t=56430
you wang le 	有網了	c=1 d=1.94548e-06 t=56430
you wen ti 	有問題	c=16 d=1.75014 t=56430
you wu 	有誤	c=2 d=0.67368 t=56430
you xi 	遊戲	c=1 d=0.0468877 t=56430
you xian 	優先	c=10 d=1.76937 t=56430
you xian 	有線	c=1 d=0.00327971 t=56430
you xian 	有限	c=5 d=0.38609 t=56430
you xian gong si 	有限公司	c=1 d=1.29134e-08 t=56430
you xian ji 	優先級	c=7 d=0.00227676 t=56430
you xiang 	郵箱	c=17 d=1.97556 t=56430
you xiang qi lai 	又想起來	c=1 d=0.0207543 t=56430
you xiao 	有效	c=8 d=0.377765 t=56430
you xiao guo 	有效果	c=1 d=0.814647 t=56430
you xiao qi 	有效期	c=2 d=0.231078 t=56430
you xiao shu zi 	有效數字	c=1 d=0.0129715 t=56430
you xie 	有些	c=9 d=0.605252 t=56430
you xie di fang 	有些地方	c=1 d=0.000476044 t=56430
you xiu gai 	有修改	c=1 d=0.117068 t=56430
you xuan 	優選	c=1 d=0.0710054 t=56430
you ya 	優雅	c=3 d=0.883816 t=56430
you ya 	有呀	c=2 d=0.164723 t=56430
you yao 	又要	c=2 d=0.0325493 t=56430
you yi dian 	有一點	c=3 d=0.861371 t=56430
you yi ge 	又一個	c=1 d=1.13744e-15 t=56430
you yi ge 	有一個	c=4 d=0.523907 t=56430
you yi yi 	有意義	c=2 d=0.41095 t=56430
you yi zhong 	有一種	c=1 d=3.33211e-13 t=56430
you yong 	又用	c=3 d=1.14243 t=56430
you yong 	有用	c=4 d=0.839289 t=56430
you yong 	游泳	c=1 d=4.70171e-05 t=56430
you you 	又有	c=1 d=6.77633e-11 t=56430
you yu 	由於	c=10 d=0.65024 t=56430
you yu e 	有餘額	c=1 d=1.523e-08 t=56430
you yuan cheng 	有遠程	c=1 d=1.99507e-08 t=56430
you zhe ge 	有這個	c=1 d=0.071719 t=56430
you zhong 	有種	c=1 d=0.0497871 t=56430
yu 	域	c=0 d=0.0110251 t=56430
yu 	於	c=5 d=0.835225 t=56430
yu 	與	c=77 d=3.67135 t=56430
yu 	預	c=0 d=5.45128e-11 t=56430
yu 	魚	c=19 d=6.10667 t=56430
yu an 	預案	c=0 d=0.00143357 t=56430
yu chong chong 	魚重重	c=1 d=0.909373 t=56430
yu chun 	愚蠢	c=0 d=0.0121846 t=56430
yu dao 	芋道	c=6 d=0.394223 t=56430
yu dao 	遇到	c=4 d=0.396199 t=56430
yu dao guo 	遇到過	c=1 d=0.0865031 t=56430
yu ding yi 	預定義	c=1 d=5.47861e-10 t=56430
yu e 	餘額	c=5 d=0.23457 t=56430
yu fa 	語法	c=25 d=1.97705 t=56430
yu fa shu 	語法書	c=1 d=0.000668817 t=56430
yu fa shu 	語法樹	c=1 d=0.000685748 t=56430
yu fa tang 	語法湯	c=1 d=0.752014 t=56430
yu fa tang 	語法糖	c=1 d=4.35146e-06 t=56430
yu jian 	遇見	c=0 d=2.25994e-05 t=56430
yu jian guo 	遇見過	c=1 d=0.000227127 t=56430
yu jing 	預警	c=37 d=1.44803 t=56430
yu jing lei xing 	預警類型	c=4 d=0.950165 t=56430
yu ju 	語句	c=3 d=2.37286e-09 t=56430
yu kuai 	愉快	c=1 d=5.71404e-05 t=56430
yu lan 	預覽	c=9 d=0.89673 t=56430
yu lan tu 	預覽圖	c=1 d=7.43368e-12 t=56430
yu ming 	域名	c=74 d=4.48783 t=56430
yu qi 	預期	c=1 d=0.794534 t=56430
yu que 	語雀	c=1 d=0.00744658 t=56430
yu she 	預設	c=2 d=1.88692 t=56430
yu tong 	餘桶	c=1 d=1.87985e-14 t=56430
yu xi tong 	與系統	c=1 d=0.000141955 t=56430
yu xian 	預先	c=1 d=5.80335e-11 t=56430
yu yan 	語言	c=11 d=3.33094 t=56430
yu yin 	語音	c=1 d=0.932394 t=56430
yu yue 	預約	c=3 d=1.82358 t=56430
yu zhi 	閾值	c=5 d=0.120588 t=56430
yu zhi 	預置	c=2 d=1.1396e-08 t=56430
yuan 	原	c=9 d=1.58372 t=56430
yuan 	員	c=3 d=0.118411 t=56430
yuan 	園	c=0 d=0.0712525 t=56430
yuan 	源	c=12 d=1.69164 t=56430
yuan 	遠	c=1 d=0.00831246 t=56430
yuan ben 	原本	c=6 d=0.0653043 t=56430
yuan ben de 	原本的	c=1 d=0.0572688 t=56430
yuan cheng 	遠程	c=21 d=2.7039 t=56430
yuan dai ma 	源代碼	c=2 d=0.0359725 t=56430
yuan dan 	元旦	c=1 d=0.000281606 t=56430
yuan dian chao 	袁典潮	c=6 d=0.814688 t=56430
yuan dui xiang 	源對象	c=1 d=0.187308 t=56430
yuan gong 	員工	c=1 d=0.102797 t=56430
yuan gong ka 	員工卡	c=2 d=0.00604 t=56430
yuan jing 	遠景	c=1 d=0.70822 t=56430
yuan kuo hao 	圓括號	c=3 d=0.162569 t=56430
yuan lai 	原來	c=15 d=3.24893 t=56430
yuan lai de 	原來的	c=1 d=0.0426384 t=56430
yuan lai shi 	原來是	c=3 d=1.14784 t=56430
yuan li 	原理	c=4 d=0.0266504 t=56430
yuan ma 	源碼	c=6 d=0.221164 t=56430
yuan sheng 	原生	c=6 d=2.90204 t=56430
yuan shi 	原始	c=6 d=0.494425 t=56430
yuan shi biao 	原始表	c=1 d=0.000156102 t=56430
yuan shi zhi 	原始值	c=1 d=0.559898 t=56430
yuan su 	元素	c=19 d=3.50925 t=56430
yuan tu 	原圖	c=2 d=1.05445 t=56430
yuan wen 	原文	c=5 d=0.00150488 t=56430
yuan wen jian 	源文件	c=3 d=0.00054395 t=56430
yuan yang 	鴛鴦	c=1 d=0.0104621 t=56430
yuan yi 	原義	c=3 d=0.139161 t=56430
yuan yin 	原因	c=5 d=0.640824 t=56430
yuan you 	原有	c=10 d=1.03631 t=56430
yuan yu ming 	原域名	c=2 d=2.63786e-12 t=56430
yuan ze 	原則	c=2 d=0.927743 t=56430
yuan zi 	原子	c=1 d=0.00170362 t=56430
